title,release_date,genre,imdb_rating,casts,movie_id
groundhog day,1993,"Romance,Fantasy,Drama,Comedy",8.0,"Bill Murray,Andie MacDowell,Chris Elliott",1092
drive,2011,"Drama,Thriller,Crime",7.8,"Ryan Gosling,Carey Mulligan,Bryan Cranston",1093
master,2020,"Adventure,Drama,War",7.4,"Russell Crowe,Paul Bettany,Billy Boyd",1094
torpedo,2019,"Action,Adventure,War,Drama",6.0,"Koen De Bouw,Thure Riefenstein,Ella-June Henrard",1095
the conjuring 2,2016,"Horror,Mystery,Thriller",7.3,"Vera Farmiga,Patrick Wilson,Madison Wolfe",1096
garfield a tail of two kitties,2006,"Animation,Comedy,Family",5.0,"Breckin Meyer,Jennifer Love Hewitt,Billy Connolly",1097
manchester by the sea,2016,Drama,7.8,"Casey Affleck,Michelle Williams,Kyle Chandler",1098
the mist,2007,"Horror,Science Fiction,Thriller",7.1,"Thomas Jane,Marcia Gay Harden,Laurie Holden",1099
kingdom of heaven,2005,"Drama,Action,Adventure,History,War",7.2,"Orlando Bloom,Eva Green,Liam Neeson",1100
followed,2020,"Horror,Mystery,Thriller",4.9,"John Savage,Blanca Blanco,Kelsey Griswold",1101
teenage mutant ninja turtles out of the shadows,2016,"Action,Adventure,Comedy,Family,Science Fiction",6.0,"Megan Fox,Will Arnett,Tyler Perry",1102
source code,2011,"Thriller,Science Fiction,Mystery",7.5,"Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga",1103
the lovely bones,2009,"Fantasy,Drama",6.7,"Rachel Weisz,Mark Wahlberg,Saoirse Ronan",1104
sex and the city,2008,"Comedy,Drama,Romance",5.6,"Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon",1105
vacation,2015,Comedy,6.1,"Ed Helms,Christina Applegate,Skyler Gisondo",1106
invasion of the body snatchers,1956,"Horror,Science Fiction",7.7,"Kevin McCarthy,Dana Wynter,Larry Gates",1107
lady and the tramp ii scamp s adventure,2001,"Romance,Animation,Family",5.9,"Scott Wolf,Alyssa Milano,Chazz Palminteri",1108
home on the range,2004,"Animation,Family",5.4,"Judi Dench,Cuba Gooding Jr.,Jennifer Tilly",1109
don t look now we re being shot at,1966,"Comedy,War",8.0,"Bourvil,Louis de Funès,Claudio Brook",1110
escape room,2019,"Thriller,Action,Mystery,Horror",6.3,"Taylor Russell,Logan Miller,Jay Ellis",1111
alexander,2004,"War,History,Action,Adventure,Drama,Romance",5.6,"Colin Farrell,Anthony Hopkins,Rosario Dawson",1112
the wizard of oz,1939,"Adventure,Fantasy,Family",8.0,"Judy Garland,Frank Morgan,Ray Bolger",1113
cars 2,2011,"Animation,Family,Adventure,Comedy",6.1,"Owen Wilson,Larry the Cable Guy,Michael Caine",1114
hostiles,2017,"Drama,Western,History",7.2,"Scott Shepherd,Rosamund Pike,Ava Cooper",1115
jumper,2008,"Action,Adventure,Science Fiction",6.1,"Hayden Christensen,Samuel L. Jackson,Jamie Bell",1116
curiosa,2019,"History,Drama",5.3,"Noémie Merlant,Niels Schneider,Benjamin Lavernhe",1117
octopussy,1983,"Adventure,Action,Thriller",6.6,"Roger Moore,Maud Adams,Louis Jourdan",1118
the sorcerer s apprentice,2010,"Fantasy,Adventure,Action",6.1,"Nicolas Cage,Jay Baruchel,Alfred Molina",1119
star trek first contact,1996,"Science Fiction,Action,Adventure,Thriller",7.6,"Patrick Stewart,Jonathan Frakes,Brent Spiner",1120
the wolf s call,2019,"Thriller,Action",6.9,"François Civil,Omar Sy,Mathieu Kassovitz",1121
american reunion,2012,Comedy,6.7,"Jason Biggs,Alyson Hannigan,Seann William Scott",1122
the road to el dorado,2000,"Adventure,Animation,Comedy,Family,Action",6.9,"Kevin Kline,Kenneth Branagh,Rosie Perez",1123
hitman,2007,"Action,Crime,Drama,Thriller",6.3,"Timothy Olyphant,Dougray Scott,Olga Kurylenko",1124
going in style,2017,"Crime,Comedy",6.6,"Michael Caine,Alan Arkin,Ann-Margret",1125
the italian job,2003,"Action,Crime",7.0,"Donald Sutherland,Mark Wahlberg,Edward Norton",1126
death race,2008,"Action,Thriller,Science Fiction",6.4,"Jason Statham,Joan Allen,Tyrese Gibson",1127
the nice guys,2016,"Comedy,Crime,Action",7.4,"Russell Crowe,Ryan Gosling,Angourie Rice",1128
the comdads,1983,Comedy,7.0,"Pierre Richard,Gérard Depardieu,Anny Duperey",1129
9 songs,2004,"Drama,Music,Romance",4.8,"Kieran O'Brien,Margo Stilley,Black Rebel Motorcycle Club",1130
sucker punch,2011,"Action,Fantasy,Thriller",6.0,"Emily Browning,Vanessa Hudgens,Abbie Cornish",1131
finding dory,2016,"Adventure,Animation,Comedy,Family",7.3,"Ellen DeGeneres,Albert Brooks,Ed O'Neill",1132
casablanca,1942,"Drama,Romance",8.5,"Humphrey Bogart,Ingrid Bergman,Paul Henreid",1133
dragon ball z broly second coming,1994,"Action,Animation,Science Fiction",6.7,"Masako Nozawa,Mayumi Tanaka,Takeshi Kusao",1134
pitch perfect 3,2017,"Comedy,Music",5.8,"Anna Kendrick,Rebel Wilson,Brittany Snow",1135
wrong turn 2 dead end,2007,"Horror,Thriller",5.5,"Erica Leerhsen,Henry Rollins,Texas Battle",1136
bad teacher,2011,Comedy,5.6,"Cameron Diaz,Jason Segel,Justin Timberlake",1137
the last thing he wanted,2020,"Drama,Thriller",4.2,"Anne Hathaway,Ben Affleck,Rosie Perez",1138
jack reacher,2012,"Crime,Drama,Thriller,Action",7.0,"Tom Cruise,Rosamund Pike,Richard Jenkins",1139
from dusk till dawn,1996,"Horror,Action,Thriller,Crime",7.2,"Harvey Keitel,George Clooney,Juliette Lewis",1140
101 dalmatians,1996,"Comedy,Family",5.7,"Glenn Close,Jeff Daniels,Joely Richardson",1141
pete s dragon,2016,"Adventure,Family,Fantasy",6.7,"Bryce Dallas Howard,Robert Redford,Oakes Fegley",1142
chungking express,1994,"Drama,Comedy,Romance",8.1,"Brigitte Lin,Takeshi Kaneshiro,Tony Chiu-Wai Leung",1143
pretty woman,1990,"Romance,Comedy",7.0,"Richard Gere,Julia Roberts,Jason Alexander",1144
hellboy,2004,"Action,Adventure,Fantasy,Science Fiction",5.2,"David Harbour,Milla Jovovich,Ian McShane",1145
braven,2018,"Drama,Action",6.0,"Jason Momoa,Garret Dillahunt,Jill Wagner",1146
the boy,2016,"Horror,Thriller,Mystery",6.0,"Lauren Cohan,Rupert Evans,James Russell",1147
ice age continental drift,2012,"Animation,Comedy,Adventure,Family",6.6,"Ray Romano,Denis Leary,John Leguizamo",1148
step up all in,2014,"Romance,Drama,Music",6.0,"Ryan Guzman,Briana Evigan,Adam Sevani",1149
freaks,2019,"Science Fiction,Thriller,Drama,Mystery",6.7,"Emile Hirsch,Bruce Dern,Grace Park",1150
unforgiven,1992,Western,8.2,"Clint Eastwood,Gene Hackman,Morgan Freeman",1151
bridge of spies,2015,"Thriller,Drama",7.6,"Tom Hanks,Mark Rylance,Alan Alda",1152
the scorpion king book of souls,2018,"Adventure,Action,Fantasy",4.6,"Zach McGowan,Nathan Jones,Peter Mensah",1153
overboard,2018,"Romance,Comedy",6.0,"Eugenio Derbez,Anna Faris,Eva Longoria",1154
fantasia,1940,"Animation,Family",7.8,"Leopold Stokowski,Deems Taylor,The Philadelphia Orchestra",1155
atonement,2007,"Drama,Romance",7.8,"Keira Knightley,James McAvoy,Brenda Blethyn",1156
nine 1 2 weeks,1986,"Drama,Romance",6.0,"Mickey Rourke,Kim Basinger,Margaret Whitton",1157
clash of the titans,2010,"Adventure,Fantasy,Action",5.8,"Sam Worthington,Liam Neeson,Ralph Fiennes",1158
tidal wave,2009,"Science Fiction,Crime",5.8,"Ralph Byrd,George Barbier,Kay Sutton",1159
mary poppins returns,2018,"Fantasy,Family,Comedy",6.7,"Emily Blunt,Lin-Manuel Miranda,Ben Whishaw",1160
warrior,2011,"Drama,Action",8.2,"Tom Hardy,Nick Nolte,Joel Edgerton",1161
limitless,2011,"Thriller,Mystery,Science Fiction",7.4,"Bradley Cooper,Anna Friel,Abbie Cornish",1162
lethal weapon 4,1998,"Action,Adventure,Comedy,Crime,Thriller",6.6,"Mel Gibson,Danny Glover,Joe Pesci",1163
the curse of la llorona,2019,"Thriller,Horror,Mystery",5.3,"Linda Cardellini,Raymond Cruz,Patricia Velasquez",1164
mulholland drive,2001,"Thriller,Drama,Mystery",8.0,"Naomi Watts,Laura Harring,Justin Theroux",1165
all the money in the world,2017,"Thriller,Drama,Crime,Mystery",6.8,"Michelle Williams,Christopher Plummer,Mark Wahlberg",1166
lone survivor,2013,"Action,Drama,War",7.5,"Mark Wahlberg,Taylor Kitsch,Emile Hirsch",1167
ghosts of mars,2001,"Action,Horror,Science Fiction",4.9,"Natasha Henstridge,Ice Cube,Pam Grier",1168
the giver,2014,"Drama,Science Fiction",6.5,"Brenton Thwaites,Jeff Bridges,Meryl Streep",1169
tales from earthsea,2006,"Adventure,Fantasy,Animation,Science Fiction",6.4,"Timothy Dalton,Willem Dafoe,Mariska Hargitay",1170
american pie presents beta house,2007,Comedy,5.3,"John White,Christopher McDonald,Jake Siegel",1171
snow white and the huntsman,2012,"Adventure,Fantasy,Drama",6.1,"Kristen Stewart,Chris Hemsworth,Charlize Theron",1172
never say never again,1983,"Adventure,Action,Thriller",6.2,"Sean Connery,Kim Basinger,Klaus Maria Brandauer",1173
midnight sun,2018,"Romance,Drama",6.6,"Bella Thorne,Patrick Schwarzenegger,Rob Riggle",1174
xxx state of the union,2005,"Action,Adventure,Crime,Drama,Mystery,Thriller",4.4,"Ice Cube,Samuel L. Jackson,Willem Dafoe",1175
journey to the center of the earth,2008,"Action,Science Fiction,Adventure,Comedy,Family",5.8,"Brendan Fraser,Josh Hutcherson,Anita Briem",1176
predestination,2014,"Science Fiction,Thriller",7.5,"Ethan Hawke,Sarah Snook,Noah Taylor",1177
the emperor s new groove,2000,"Adventure,Animation,Comedy,Family,Fantasy",7.3,"David Spade,John Goodman,Eartha Kitt",1178
sherlock holmes a game of shadows,2011,"Adventure,Action,Crime,Mystery",7.5,"Robert Downey Jr.,Jude Law,Jared Harris",1179
the girl with the dragon tattoo,2011,"Thriller,Crime,Mystery,Drama",7.8,"Daniel Craig,Rooney Mara,Christopher Plummer",1180
2012,2009,"Action,Adventure,Science Fiction",5.8,"John Cusack,Thandie Newton,Chiwetel Ejiofor",1181
coming to america,1988,"Comedy,Romance",7.0,"Eddie Murphy,Paul Bates,Garcelle Beauvais",1182
nanny mcphee,2005,"Fantasy,Comedy,Family",6.5,"Emma Thompson,Colin Firth,Angela Lansbury",1183
lupin the third vs detective conan the movie,2013,"Action,Crime,Mystery,Animation",6.5,"Kan'ichi Kurita,Minami Takayama,Chafûrin",1184
megamind,2010,"Animation,Action,Comedy,Family,Science Fiction",7.2,"Will Ferrell,Jonah Hill,Brad Pitt",1185
black hawk down,2001,"Action,History,War",7.7,"Josh Hartnett,Ewan McGregor,Tom Sizemore",1186
enemy at the gates,2001,"Drama,War,History",7.6,"Jude Law,Ed Harris,Joseph Fiennes",1187
blood diamond,2006,"Drama,Thriller,Action",8.0,"Leonardo DiCaprio,Djimon Hounsou,Jennifer Connelly",1188
life,2017,"Horror,Science Fiction,Thriller",6.6,"Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds",1189
what s eating gilbert grape,1993,"Romance,Drama",7.8,"Johnny Depp,Leonardo DiCaprio,Juliette Lewis",1190
the godfather part iii,1990,"Crime,Drama,Thriller",7.6,"Al Pacino,Diane Keaton,Andy Garcia",1191
star trek iv the voyage home,1986,"Science Fiction,Adventure",7.3,"William Shatner,Leonard Nimoy,DeForest Kelley",1192
bright,2017,"Action,Crime,Science Fiction,Thriller",6.3,"Will Smith,Joel Edgerton,Noomi Rapace",1193
ice age dawn of the dinosaurs,2009,"Animation,Comedy,Family,Adventure",6.9,"Ray Romano,John Leguizamo,Denis Leary",1194
kill bill vol 2,2004,"Action,Crime,Thriller",8.0,"Uma Thurman,David Carradine,Michael Madsen",1195
around the world in 80 days,2004,"Action,Adventure,Comedy",5.9,"Jackie Chan,Steve Coogan,Jim Broadbent",1196
scary movie 2,2001,Comedy,5.3,"Anna Faris,Marlon Wayans,Antony Acker",1197
love wedding repeat,2020,"Comedy,Romance",5.5,"Sam Claflin,Olivia Munn,Freida Pinto",1198
batman forever,1995,"Action,Crime,Fantasy",5.4,"Val Kilmer,Tommy Lee Jones,Jim Carrey",1199
dragged across concrete,2019,"Crime,Action,Thriller",7.0,"Mel Gibson,Vince Vaughn,Tory Kittles",1200
corpse bride,2005,"Romance,Fantasy,Animation",7.3,"Johnny Depp,Helena Bonham Carter,Emily Watson",1201
the lobster,2015,"Thriller,Comedy,Drama,Romance,Science Fiction",7.2,"Colin Farrell,Rachel Weisz,Jessica Barden",1202
john carter,2012,"Action,Adventure,Science Fiction",6.6,"Taylor Kitsch,Lynn Collins,Willem Dafoe",1203
raging bull,1980,Drama,8.2,"Robert De Niro,Cathy Moriarty,Joe Pesci",1204
creed ii,2018,Drama,7.1,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson",1205
life of brian,1979,Comedy,8.1,"Graham Chapman,John Cleese,Michael Palin",1206
collateral beauty,2016,"Drama,Romance",6.8,"Will Smith,Edward Norton,Kate Winslet",1207
robin hood,1973,"Animation,Family",7.6,"Brian Bedford,Phil Harris,Roger Miller",1208
cloverfield,2008,"Action,Thriller,Science Fiction",7.0,"Mike Vogel,Jessica Lucas,Lizzy Caplan",1209
the cloverfield paradox,2018,"Mystery,Thriller,Horror,Science Fiction",5.5,"Gugu Mbatha-Raw,David Oyelowo,Daniel Brühl",1210
3 10 to yuma,2007,Western,7.7,"Russell Crowe,Christian Bale,Ben Foster",1211
mr holmes,2015,"Drama,Mystery",6.9,"Ian McKellen,Laura Linney,Hiroyuki Sanada",1212
love rosie,2014,"Comedy,Romance",7.2,"Lily Collins,Sam Claflin,Christian Cooke",1213
mechanic resurrection,2016,"Action,Crime,Thriller",5.7,"Jason Statham,Jessica Alba,Tommy Lee Jones",1214
8mm,1999,"Thriller,Crime,Mystery",6.5,"Nicolas Cage,Joaquin Phoenix,James Gandolfini",1215
the bounty,1984,"Action,Drama,History",7.0,"Mel Gibson,Anthony Hopkins,Laurence Olivier",1216
high school musical 3 senior year,2008,"Comedy,Drama,Family,Music,Romance",4.8,"Zac Efron,Vanessa Hudgens,Ashley Tisdale",1217
the running man,1987,"Action,Science Fiction,Thriller",6.7,"Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto",1218
the purity of vengeance,2018,"Crime,Thriller,Mystery,Drama",7.4,"Nikolaj Lie Kaas,Fares Fares,Johanne Louise Schmidt",1219
the transporter,2002,"Action,Crime,Thriller",6.8,"Jason Statham,Qi Shu,Matt Schulze",1220
robin hood prince of thieves,1991,"Adventure,Romance",6.9,"Kevin Costner,Morgan Freeman,Mary Elizabeth Mastrantonio",1221
the conjuring,2013,"Horror,Thriller",7.5,"Patrick Wilson,Vera Farmiga,Ron Livingston",1222
mad max beyond thunderdome,1985,"Action,Adventure,Science Fiction",6.3,"Mel Gibson,Tina Turner,Bruce Spence",1223
i am mother,2019,Science Fiction,6.7,"Rose Byrne,Maddie Lenton,Luke Hawker",1224
runaway jury,2003,"Drama,Thriller",7.1,"John Cusack,Rachel Weisz,Gene Hackman",1225
the proposal,2009,"Comedy,Romance,Drama",6.7,"Sandra Bullock,Ryan Reynolds,Mary Steenburgen",1226
outlaw king,2018,"Drama,Action,History",6.9,"Chris Pine,Stephen Dillane,Rebecca Robin",1227
mortdecai,2015,"Comedy,Adventure",5.5,"Johnny Depp,Gwyneth Paltrow,Ewan McGregor",1228
mission impossible ii,2000,"Adventure,Action,Thriller",6.1,"Tom Cruise,Dougray Scott,Thandie Newton",1229
the notebook,2004,"Romance,Drama",7.8,"Gena Rowlands,James Garner,Rachel McAdams",1230
godzilla,2014,"Action,Drama,Science Fiction",6.4,"Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston",1231
mean girls,2004,Comedy,7.0,"Lindsay Lohan,Jonathan Bennett,Rachel McAdams",1232
kannum kannum kollaiyadithaal,2020,"Comedy,Romance,Drama",7.7,"Dulquer Salmaan,Gautham Vasudev Menon,Ritu Varma",1233
a bronx tale,1993,"Drama,Crime",7.8,"Robert De Niro,Chazz Palminteri,Lillo Brancato",1234
the league of extraordinary gentlemen,2003,"Fantasy,Action,Thriller,Science Fiction",5.8,"Sean Connery,Stuart Townsend,Peta Wilson",1235
the intern,2015,Comedy,7.1,"Robert De Niro,Anne Hathaway,Rene Russo",1236
sinister,2012,"Horror,Thriller,Mystery",6.8,"Ethan Hawke,Juliet Rylance,James Ransone",1237
for a few dollars more,1965,Western,8.3,"Clint Eastwood,Lee Van Cleef,Gian Maria Volontè",1238
lolita,1997,"Drama,Romance",6.9,"Jeremy Irons,Dominique Swain,Melanie Griffith",1239
melissa p,2005,Drama,4.8,"María Valverde,Letizia Ciampa,Primo Reggiani",1240
public enemies,2009,"Crime,Drama,History",7.0,"Christian Bale,Johnny Depp,Christian Stolte",1241
crazy stupid love,2011,"Comedy,Drama,Romance",7.4,"Steve Carell,Ryan Gosling,Julianne Moore",1242
asterix and cleopatra,1968,"Family,Animation,Adventure,Comedy",7.2,"Roger Carel,Jacques Morel,Micheline Dax",1243
sal or the 120 days of sodom,1975,"War,Drama,Horror",5.9,"Paolo Bonacelli,Giorgio Cataldi,Umberto Paolo Quintavalle",1244
you don t mess with the zohan,2008,"Comedy,Action",5.5,"Adam Sandler,John Turturro,Emmanuelle Chriqui",1245
the ten commandments,1956,"Drama,History",7.8,"Charlton Heston,Yul Brynner,Anne Baxter",1246
the fighter,2010,Drama,7.8,"Mark Wahlberg,Christian Bale,Amy Adams",1247
proxima,2019,Drama,6.4,"Eva Green,Zélie Boulant,Matt Dillon",1248
tombstone,1993,"Western,Action",7.8,"Kurt Russell,Val Kilmer,Sam Elliott",1249
the lives of others,2006,"Drama,Thriller",8.4,"Ulrich Mühe,Martina Gedeck,Sebastian Koch",1250
conan the barbarian,2011,"Adventure,Fantasy,Action",6.9,"Arnold Schwarzenegger,James Earl Jones,Max von Sydow",1251
firewall,2006,Thriller,5.8,"Harrison Ford,Virginia Madsen,Paul Bettany",1252
l a confidential,1997,"Crime,Mystery,Drama,Thriller",8.2,"Kevin Spacey,Russell Crowe,Guy Pearce",1253
fantastic mr fox,2009,"Adventure,Animation,Comedy,Family",7.9,"George Clooney,Meryl Streep,Bill Murray",1254
the punisher,2004,"Action,Crime,Drama",6.4,"Thomas Jane,John Travolta,Samantha Mathis",1255
tulip fever,2017,"Drama,Romance",6.2,"Alicia Vikander,Dane DeHaan,Jack O'Connell",1256
girls und panzer das finale part ii,2019,"Action,Animation,Comedy",8.6,"Mai Fuchigami,Ai Kayano,Mami Ozaki",1257
rain man,1988,Drama,8.0,"Dustin Hoffman,Tom Cruise,Valeria Golino",1258
outlander,2008,"Fantasy,Action,Science Fiction",6.2,"Jim Caviezel,Sophia Myles,Ron Perlman",1259
rurouni kenshin the legend ends,2014,"Action,Adventure,Drama",7.6,"Takeru Satoh,Tatsuya Fujiwara,Emi Takei",1260
world trade center,2006,"Drama,History,Thriller",5.9,"Nicolas Cage,Michael Peña,Maria Bello",1261
willy wonka the chocolate factory,1971,"Family,Fantasy,Comedy",7.8,"Gene Wilder,Jack Albertson,Peter Ostrum",1262
the breakfast club,1985,"Comedy,Drama",7.9,"Emilio Estevez,Judd Nelson,Molly Ringwald",1263
like a boss,2020,Comedy,4.4,"Tiffany Haddish,Rose Byrne,Salma Hayek",1264
streetdance 3d,2010,"Drama,Music,Romance",5.9,"Nichola Burley,Richard Winsor,Ukweli Roach",1265
ferdinand,2017,"Animation,Family,Adventure,Comedy",6.7,"John Cena,Kate McKinnon,Bobby Cannavale",1266
donnie darko,2001,"Fantasy,Drama,Mystery",8.0,"Jake Gyllenhaal,Jena Malone,Mary McDonnell",1267
the foreigner,2017,"Action,Thriller",7.0,"Katie Leung,Jackie Chan,Rufus Jones",1268
mortal kombat legends scorpion s revenge,2020,"Fantasy,Action,Adventure,Animation",7.5,"Jennifer Carpenter,Joel McHale,Ike Amadi",1269
the perks of being a wallflower,2012,Drama,8.0,"Logan Lerman,Emma Watson,Ezra Miller",1270
the jackal,1997,"Action,Thriller,Adventure,Crime",6.4,"Bruce Willis,Richard Gere,Sidney Poitier",1271
a fall from grace,2020,Thriller,5.8,"Crystal Fox,Phylicia Rashad,Bresha Webb",1272
hairspray,2007,"Comedy,Romance,Drama",6.6,"John Travolta,Queen Latifah,Nikki Blonsky",1273
silver linings playbook,2012,"Drama,Comedy,Romance",7.7,"Bradley Cooper,Jennifer Lawrence,Robert De Niro",1274
stalker,1979,Horror,4.4,"Jane March,Anna Brecon,Jennifer Matter",1275
gran torino,2008,Drama,8.1,"Clint Eastwood,Bee Vang,Christopher Carley",1276
what women want,2000,"Comedy,Romance",6.4,"Mel Gibson,Helen Hunt,Marisa Tomei",1277
the texas chainsaw massacre the beginning,2006,"Horror,Thriller",5.8,"Jordana Brewster,Matt Bomer,Diora Baird",1278
charm city kings,2020,Drama,7.3,"Teyonah Parris,Milan Ray,William Catlett",1279
beverly hills cop,1984,"Action,Comedy,Crime",7.3,"Eddie Murphy,Judge Reinhold,John Ashton",1280
stonehearst asylum,2014,Thriller,6.8,"Kate Beckinsale,Jim Sturgess,David Thewlis",1281
gremlins 2 the new batch,1990,"Comedy,Horror,Fantasy",6.4,"Zach Galligan,Phoebe Cates,John Glover",1282
gravity,2013,"Science Fiction,Thriller,Drama",7.7,"Sandra Bullock,George Clooney,Ed Harris",1283
mary poppins,1964,"Comedy,Family,Fantasy",7.8,"Julie Andrews,Dick Van Dyke,David Tomlinson",1284
star trek nemesis,2002,"Science Fiction,Action,Adventure,Thriller",6.4,"Patrick Stewart,Jonathan Frakes,Brent Spiner",1285
american pie presents the book of love,2009,Comedy,4.8,"Bug Hall,Kevin M. Horton,Brandon Hardesty",1286
a dog s purpose,2017,"Comedy,Drama,Family,Fantasy,Adventure",7.2,"Josh Gad,Dennis Quaid,Peggy Lipton",1287
the mountain between us,2017,"Romance,Adventure,Drama",6.4,"Kate Winslet,Idris Elba,Beau Bridges",1288
the zookeeper s wife,2017,"Drama,History",7.0,"Jessica Chastain,Johan Heldenbergh,Daniel Brühl",1289
the cabin in the woods,2012,"Horror,Comedy",7.0,"Kristen Connolly,Chris Hemsworth,Anna Hutchison",1290
we re the millers,2013,"Comedy,Crime",7.0,"Jason Sudeikis,Jennifer Aniston,Emma Roberts",1291
lilo stitch,2002,"Animation,Family",7.2,"Daveigh Chase,Chris Sanders,Tia Carrere",1292
peppermint,2018,"Action,Thriller",6.5,"Jennifer Garner,John Gallagher Jr.,John Ortiz",1293
automata,2014,"Thriller,Science Fiction",6.1,"Antonio Banderas,Birgitte Hjort Sørensen,Dylan McDermott",1294
the mummy,2017,"Adventure,Action,Fantasy",7.0,"Brendan Fraser,Rachel Weisz,John Hannah",1295
the hate u give,2018,"Crime,Drama",7.4,"Amandla Stenberg,Regina Hall,Russell Hornsby",1296
coraline,2009,"Animation,Family",7.7,"Dakota Fanning,Teri Hatcher,John Hodgman",1297
falling inn love,2019,"Romance,Comedy",5.6,"Christina Milian,Adam Demos,Jeffrey Bowyer-Chapman",1298
